"","Gene","Gene_id","Disease","Disease_id","Score_gda","Association_Type"
"6409","NR4A2",4929,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6410","DRD2",1813,"Cocaine Abuse","C0009171",0.54,"Therapeutic"
"6411","ATP9B",374868,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6412","CALM2",805,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6414","CARTPT",9607,"Cocaine Abuse","C0009171",0.51,"Biomarker"
"6417","GRIN1",2902,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6418","MIR137",406928,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6419","MIR154",406946,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6420","NRGN",4900,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6421","BDNF",627,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6422","CES2",8824,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6423","EGR1",1958,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6424","PRL",5617,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6425","HOMER1",9456,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6426","CCKBR",887,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6429","PLP1",5354,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6431","ADRA1A",148,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6432","AGO2",27161,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6433","SLC6A3",6531,"Cocaine Abuse","C0009171",0.52,"Therapeutic"
"6435","GABRG2",2566,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6436","MIR380",494329,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6440","EGR1",1958,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6441","DNAH8",1769,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6442","GRM5",2915,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6443","GHRL",51738,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6445","MIR488",574441,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6446","SYT13",57586,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6448","HCRT",3060,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6449","GCC1",79571,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6450","MIR301B",100126318,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6452","MIR186",406962,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6454","PITX3",5309,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6455","ESR2",2100,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6457","CRHR1",1394,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6458","OPRK1",4986,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6459","SRCIN1",80725,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6462","HTR2C",3358,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6463","HOMER1",9456,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6464","PDYN",5173,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6465","CHRNA4",1137,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6466","ILK",3611,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6467","SMAD5",4090,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6470","LRRC7",57554,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6471","MIR148B",442892,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6475","CNR1",1268,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6478","SLC1A2",6506,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6479","MIR337",442905,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6482","SIGMAR1",10280,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6483","SMARCA4",6597,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6485","CREB1",1385,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6487","CES1",1066,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6489","MIR212",406994,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6493","SMURF1",57154,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6499","SNCA",6622,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6504","MIR384",494333,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6507","CRHBP",1393,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6508","HDAC5",10014,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6510","CAMK2B",816,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6511","GABRA2",2555,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6517","MIR181A1",406995,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6522","PRMT6",55170,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6524","CAMK4",814,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6527","CCSER1",401145,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6528","CAMK2A",815,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6529","MIR136",406927,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6531","CRHR2",1395,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6533","FDFT1",2222,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6534","TENM3",55714,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6535","RUNX2",860,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6536","GABBR1",2550,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6539","HTR1B",3351,"Cocaine Abuse","C0009171",0.5,"Therapeutic"
"6541","GAD1",2571,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6543","POMC",5443,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6546","HTR1A",3350,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6548","EHMT2",10919,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6549","APOL2",23780,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6553","GPSM1",26086,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6559","JUND",3727,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6560","GDNF",2668,"Cocaine Abuse","C0009171",0.3,"Therapeutic"
"6566","SMAD3",4088,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6568","SLC6A4",6532,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6570","MIR324",442898,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6571","MAPK3",5595,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6572","MAPK1",5594,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6573","MIR665",100126315,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6577","SCARB1",949,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6578","DECR1",1666,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6579","MIR138-1",406929,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6581","CALM1",801,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6583","CARTPT",9607,"Cocaine Abuse","C0009171",0.51,"Therapeutic"
"6588","TYK2",7297,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6589","NGF",4803,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6590","ICE2",79664,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6595","MIR369",442914,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6596","RPS6KA5",9252,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6602","COMT",1312,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6609","GPHN",10243,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6610","TACR3",6870,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6614","GRIA2",2891,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6615","COL21A1",81578,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6617","NPY",4852,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6618","SMAD1",4086,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6621","KLHL5",51088,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6626","GAD2",2572,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6627","FGF2",2247,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6628","MIR376C",442913,"Cocaine Abuse","C0009171",0.3,"Biomarker"
"6631","ANKK1",255239,"Cocaine Abuse","C0009171",0.31,"Biomarker"
"6632","AVP",551,"Cocaine withdrawal","C0009178",0.3,"Biomarker"
"6633","C20orf181",100128998,"Cocaine withdrawal","C0009178",0.3,"Biomarker"
"6634","HSP90AA1",3320,"Cocaine withdrawal","C0009178",0.3,"Biomarker"
"6635","FGF14",2259,"Cognition Disorders","C0009241",0.31,"Biomarker"
"6636","PSEN1",5663,"Cognition Disorders","C0009241",0.4,"Biomarker"
"6637","AFF4",27125,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6638","APP",351,"Cognition Disorders","C0009241",0.4,"Biomarker"
"6640","MAPT",4137,"Cognition Disorders","C0009241",0.4,"Biomarker"
"6641","NR0B2",8431,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6642","BCHE",590,"Cognition Disorders","C0009241",0.34,"Biomarker"
"6643","GSK3B",2932,"Cognition Disorders","C0009241",0.36,"Biomarker"
"6644","DRD3",1814,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6646","OTC",5009,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6647","BCHE",590,"Cognition Disorders","C0009241",0.34,"Therapeutic"
"6648","EIF2S1",1965,"Cognition Disorders","C0009241",0.31,"Biomarker"
"6649","TSC1",7248,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6650","CRH",1392,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6651","MET",4233,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6652","FMR1",2332,"Cognition Disorders","C0009241",0.4,"Biomarker"
"6655","SLC51A",200931,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6656","OXTR",5021,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6657","VIP",7432,"Cognition Disorders","C0009241",0.31,"Therapeutic"
"6658","RAB40AL",282808,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6659","LAMB2",3913,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6660","COMT",1312,"Cognition Disorders","C0009241",0.4,"Biomarker"
"6661","FOSB",2354,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6663","CDK5R1",8851,"Cognition Disorders","C0009241",0.32,"Biomarker"
"6664","MAOA",4128,"Cognition Disorders","C0009241",0.31,"Biomarker"
"6665","PTGS2",5743,"Cognition Disorders","C0009241",0.33,"Biomarker"
"6666","DRD2",1813,"Cognition Disorders","C0009241",0.33,"Biomarker"
"6667","SLC10A2",6555,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6668","ABCC4",10257,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6669","ZNF41",7592,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6670","APOE",348,"Cognition Disorders","C0009241",0.4,"Biomarker"
"6671","IGF2",3481,"Cognition Disorders","C0009241",0.3,"Therapeutic"
"6672","EPO",2056,"Cognition Disorders","C0009241",0.32,"Therapeutic"
"6673","SLC1A1",6505,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6674","SMAD4",4089,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6675","SLC6A4",6532,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6676","AGT",183,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6678","SLC51B",123264,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6680","SLC4A10",57282,"Cognition Disorders","C0009241",0.3,"Biomarker"
"6712","DPYSL2",1808,"Delusional disorder","C0011251",0.3,"Biomarker"
"6713","ABCA7",10347,"Presenile dementia","C0011265",0.32,"Biomarker"
"6714","PYY",5697,"Presenile dementia","C0011265",0.3,"Biomarker"
"6715","APP",351,"Presenile dementia","C0011265",0.4,"Biomarker"
"6716","PSEN1",5663,"Presenile dementia","C0011265",0.4,"Biomarker"
"6718","ACE",1636,"Presenile dementia","C0011265",0.4,"Biomarker"
"6721","CYP2D6",1565,"Presenile dementia","C0011265",0.32,"Biomarker"
"6723","APOC1",341,"Presenile dementia","C0011265",0.34,"Biomarker"
"6725","CLU",1191,"Presenile dementia","C0011265",0.37,"Biomarker"
"6726","IGF2",3481,"Presenile dementia","C0011265",0.31,"Biomarker"
"6727","PICALM",8301,"Presenile dementia","C0011265",0.32,"Biomarker"
"6729","BAX",581,"Presenile dementia","C0011265",0.3,"Biomarker"
"6731","MIR708",100126333,"Presenile dementia","C0011265",0.3,"Biomarker"
"6732","TNF",7124,"Presenile dementia","C0011265",0.4,"Biomarker"
"6733","BCL2",596,"Presenile dementia","C0011265",0.33,"Biomarker"
"6735","BDNF",627,"Presenile dementia","C0011265",0.4,"Biomarker"
"6736","CD2AP",23607,"Presenile dementia","C0011265",0.31,"Biomarker"
"6737","CR1",1378,"Presenile dementia","C0011265",0.3,"Biomarker"
"6738","MAPT",4137,"Presenile dementia","C0011265",0.4,"Biomarker"
"6740","MAOB",4129,"Presenile dementia","C0011265",0.3,"Biomarker"
"6741","TREM2",54209,"Presenile dementia","C0011265",0.4,"Biomarker"
"6742","HLA-DRB5",3127,"Presenile dementia","C0011265",0.3,"Biomarker"
"6744","PLCG2",5336,"Presenile dementia","C0011265",0.3,"Biomarker"
"6745","ACHE",43,"Presenile dementia","C0011265",0.4,"Biomarker"
"6747","CST3",1471,"Presenile dementia","C0011265",0.35,"Therapeutic"
"6749","PRNP",5621,"Presenile dementia","C0011265",0.4,"Biomarker"
"6750","AMFR",267,"Presenile dementia","C0011265",0.3,"Biomarker"
"6751","MS4A4A",51338,"Presenile dementia","C0011265",0.3,"Biomarker"
"6752","HFE",3077,"Presenile dementia","C0011265",0.31,"Biomarker"
"6758","IQCK",124152,"Presenile dementia","C0011265",0.3,"Biomarker"
"6759","MIR3622B",100500871,"Presenile dementia","C0011265",0.3,"Biomarker"
"6760","APOE",348,"Presenile dementia","C0011265",0.4,"Biomarker"
"6763","EPHA1",2041,"Presenile dementia","C0011265",0.3,"Biomarker"
"6765","WWOX",51741,"Presenile dementia","C0011265",0.31,"Biomarker"
"6767","TF",7018,"Presenile dementia","C0011265",0.3,"Biomarker"
"6768","SLC30A4",7782,"Presenile dementia","C0011265",0.3,"Biomarker"
"6771","ATP5F1A",498,"Presenile dementia","C0011265",0.3,"Biomarker"
"6773","CHRNB2",1141,"Presenile dementia","C0011265",0.3,"Biomarker"
"6776","TFAM",7019,"Presenile dementia","C0011265",0.31,"Biomarker"
"6777","MIR100",406892,"Presenile dementia","C0011265",0.3,"Biomarker"
"6778","CALM1",801,"Presenile dementia","C0011265",0.3,"Biomarker"
"6781","MTHFR",4524,"Presenile dementia","C0011265",0.37,"Biomarker"
"6786","DPYSL2",1808,"Presenile dementia","C0011265",0.3,"Biomarker"
"6787","MIR296",407022,"Presenile dementia","C0011265",0.3,"Biomarker"
"6788","A2M",2,"Presenile dementia","C0011265",0.3,"Biomarker"
"6790","RELN",5649,"Presenile dementia","C0011265",0.31,"Biomarker"
"6791","TOMM40",10452,"Presenile dementia","C0011265",0.33,"Biomarker"
"6792","DHCR24",1718,"Presenile dementia","C0011265",0.3,"Biomarker"
"6793","CRH",1392,"Presenile dementia","C0011265",0.3,"Therapeutic"
"6796","GSK3B",2932,"Presenile dementia","C0011265",0.3,"Biomarker"
"6797","IL1B",3553,"Presenile dementia","C0011265",0.39,"Biomarker"
"6798","NCSTN",23385,"Presenile dementia","C0011265",0.31,"Biomarker"
"6800","PPARG",5468,"Presenile dementia","C0011265",0.32,"Biomarker"
"6801","EIF2S1",1965,"Presenile dementia","C0011265",0.3,"Biomarker"
"6802","MIR146A",406938,"Presenile dementia","C0011265",0.3,"Biomarker"
"6805","ARC",23237,"Presenile dementia","C0011265",0.3,"Biomarker"
"6807","VEGFA",7422,"Presenile dementia","C0011265",0.3,"Biomarker"
"6808","ENO1",2023,"Presenile dementia","C0011265",0.3,"Biomarker"
"6809","HMOX1",3162,"Presenile dementia","C0011265",0.31,"Biomarker"
"6810","LEP",3952,"Presenile dementia","C0011265",0.35,"Therapeutic"
"6814","SNAR-I",100170222,"Presenile dementia","C0011265",0.3,"Biomarker"
"6817","TPI1",7167,"Presenile dementia","C0011265",0.32,"Biomarker"
"6818","ABI3",51225,"Presenile dementia","C0011265",0.3,"Biomarker"
"6819","GAPDHS",26330,"Presenile dementia","C0011265",0.3,"Biomarker"
"6820","CASS4",57091,"Presenile dementia","C0011265",0.3,"Biomarker"
"6821","INSR",3643,"Presenile dementia","C0011265",0.31,"Biomarker"
"6822","NPY",4852,"Presenile dementia","C0011265",0.3,"Biomarker"
"6827","PCDH11X",27328,"Presenile dementia","C0011265",0.3,"Biomarker"
"6828","INS",3630,"Presenile dementia","C0011265",0.3,"Biomarker"
"6829","BIN1",274,"Presenile dementia","C0011265",0.31,"Biomarker"
"6830","NECTIN2",5819,"Presenile dementia","C0011265",0.3,"Biomarker"
"6832","ESR1",2099,"Presenile dementia","C0011265",0.4,"Biomarker"
"6834","TPP1",1200,"Presenile dementia","C0011265",0.3,"Biomarker"
"6837","IGF1R",3480,"Presenile dementia","C0011265",0.33,"Biomarker"
"6838","CD33",945,"Presenile dementia","C0011265",0.3,"Biomarker"
"6839","CASP3",836,"Presenile dementia","C0011265",0.3,"Biomarker"
"6840","MIR375",494324,"Presenile dementia","C0011265",0.3,"Biomarker"
"6845","MPO",4353,"Presenile dementia","C0011265",0.3,"Biomarker"
"6847","SOD2",6648,"Presenile dementia","C0011265",0.31,"Biomarker"
"6854","NOS3",4846,"Presenile dementia","C0011265",0.33,"Biomarker"
"6857","IDE",3416,"Presenile dementia","C0011265",0.35,"Biomarker"
"6859","CYP46A1",10858,"Presenile dementia","C0011265",0.3,"Biomarker"
"6862","SLC30A6",55676,"Presenile dementia","C0011265",0.32,"Biomarker"
"6865","ADAMTS1",9510,"Presenile dementia","C0011265",0.3,"Biomarker"
"6868","CHRNA7",1139,"Presenile dementia","C0011265",0.34,"Biomarker"
"6871","MIR766",768218,"Presenile dementia","C0011265",0.3,"Biomarker"
"6872","ADAM10",102,"Presenile dementia","C0011265",0.31,"Biomarker"
"6873","PLAU",5328,"Presenile dementia","C0011265",0.3,"Biomarker"
"6876","MIR505",574508,"Presenile dementia","C0011265",0.3,"Biomarker"
"6877","SLC2A4",6517,"Presenile dementia","C0011265",0.3,"Biomarker"
"6879","IGF2R",3482,"Presenile dementia","C0011265",0.3,"Biomarker"
"6880","CST3",1471,"Presenile dementia","C0011265",0.35,"Biomarker"
"6883","VSNL1",7447,"Presenile dementia","C0011265",0.3,"Biomarker"
"6884","PSEN2",5664,"Presenile dementia","C0011265",0.4,"Biomarker"
"6885","PGRMC1",10857,"Presenile dementia","C0011265",0.3,"Biomarker"
"6890","INPP5D",3635,"Presenile dementia","C0011265",0.3,"Biomarker"
"6893","F2",2147,"Presenile dementia","C0011265",0.3,"Biomarker"
"6898","BCHE",590,"Presenile dementia","C0011265",0.4,"Biomarker"
"6899","MIR4467",100616367,"Presenile dementia","C0011265",0.3,"Biomarker"
"6905","IGF1",3479,"Presenile dementia","C0011265",0.37,"Biomarker"
"6907","BACE1",23621,"Presenile dementia","C0011265",0.4,"Biomarker"
"6909","SDHAF1",644096,"Dementia, Vascular","C0011269",0.3,"Biomarker"
"6910","SLC6A4",6532,"Endogenous depression","C0011573",0.3,"Biomarker"
"6911","KCNK2",3776,"Endogenous depression","C0011573",0.3,"Biomarker"
"6912","SELP",6403,"Endogenous depression","C0011573",0.3,"Biomarker"
"6913","S100A10",6281,"Endogenous depression","C0011573",0.3,"Biomarker"
"6914","RELN",5649,"Endogenous depression","C0011573",0.3,"Biomarker"
"6915","NPY1R",4886,"Endogenous depression","C0011573",0.3,"Biomarker"
"6917","CSF3",1440,"Endogenous depression","C0011573",0.3,"Biomarker"
"6918","PDCD6",10016,"Endogenous depression","C0011573",0.3,"Biomarker"
"6919","ADORA2A",135,"Endogenous depression","C0011573",0.3,"Biomarker"
"6920","ALB",213,"Endogenous depression","C0011573",0.3,"Biomarker"
"6921","NR3C1",2908,"Endogenous depression","C0011573",0.3,"Biomarker"
"6922","GSK3A",2931,"Endogenous depression","C0011573",0.3,"Biomarker"
"6923","NPY",4852,"Endogenous depression","C0011573",0.3,"Therapeutic"
"6924","SNAP25",6616,"Endogenous depression","C0011573",0.3,"Biomarker"
"6925","NOS1",4842,"Endogenous depression","C0011573",0.3,"Biomarker"
"6926","DRD5",1816,"Endogenous depression","C0011573",0.3,"Biomarker"
"6927","BDNF",627,"Endogenous depression","C0011573",0.3,"Biomarker"
"6928","IL6",3569,"Endogenous depression","C0011573",0.3,"Biomarker"
"6929","BDNF",627,"Endogenous depression","C0011573",0.3,"Therapeutic"
"6930","IFNA2",3440,"Endogenous depression","C0011573",0.3,"Biomarker"
"6931","GHRL",51738,"Endogenous depression","C0011573",0.3,"Biomarker"
"6932","MTHFR",4524,"Endogenous depression","C0011573",0.3,"Biomarker"
"6933","CNR2",1269,"Endogenous depression","C0011573",0.3,"Biomarker"
"6934","CREBBP",1387,"Endogenous depression","C0011573",0.3,"Biomarker"
"6935","CRH",1392,"Endogenous depression","C0011573",0.31,"Biomarker"
"6938","MIF",4282,"Endogenous depression","C0011573",0.3,"Biomarker"
"6939","SOD1",6647,"Endogenous depression","C0011573",0.3,"Biomarker"
"6940","CADM1",23705,"Endogenous depression","C0011573",0.3,"Biomarker"
"6941","APP",351,"Endogenous depression","C0011573",0.3,"Biomarker"
"6942","HTR7",3363,"Endogenous depression","C0011573",0.3,"Biomarker"
"6943","DISC1",27185,"Endogenous depression","C0011573",0.5,"Biomarker"
"6944","FGF2",2247,"Endogenous depression","C0011573",0.3,"Biomarker"
"6945","GSK3B",2932,"Endogenous depression","C0011573",0.3,"Biomarker"
"6947","FTH1",2495,"Endogenous depression","C0011573",0.3,"Biomarker"
"6949","DIXDC1",85458,"Endogenous depression","C0011573",0.3,"Biomarker"
"6950","PTGS2",5743,"Endogenous depression","C0011573",0.3,"Biomarker"
"6951","NPY",4852,"Endogenous depression","C0011573",0.3,"Biomarker"
"6954","GNAS",2778,"Endogenous depression","C0011573",0.3,"Biomarker"
"6956","ACSL4",2182,"Endogenous depression","C0011573",0.3,"Biomarker"
"6957","TPH2",121278,"Endogenous depression","C0011573",0.5,"Biomarker"
"6958","TG",7038,"Endogenous depression","C0011573",0.3,"Biomarker"
"6959","FTL",2512,"Endogenous depression","C0011573",0.3,"Biomarker"
"6960","GLO1",2739,"Endogenous depression","C0011573",0.3,"Biomarker"
"6962","PDCD2",5134,"Endogenous depression","C0011573",0.3,"Biomarker"
"6963","GNB1",2782,"Endogenous depression","C0011573",0.3,"Biomarker"
"6964","POMC",5443,"Endogenous depression","C0011573",0.31,"Biomarker"
"6965","PON1",5444,"Endogenous depression","C0011573",0.3,"Biomarker"
"6966","FGFR1",2260,"Endogenous depression","C0011573",0.3,"Biomarker"
"6970","GAD2",2572,"Involutional Depression","C0011574",0.3,"Biomarker"
"6971","FREM3",166752,"Involutional Depression","C0011574",0.3,"Biomarker"
"6972","IFI6",2537,"Involutional Depression","C0011574",0.3,"Biomarker"
"6973","FKBP5",2289,"Involutional Depression","C0011574",0.3,"Biomarker"
"6974","HTR2A",3356,"Involutional Depression","C0011574",0.3,"Biomarker"
"6975","SOD2",6648,"Involutional Depression","C0011574",0.3,"Biomarker"
"6976","SLC6A4",6532,"Involutional Depression","C0011574",0.3,"Biomarker"
"6977","NR4A1",3164,"Involutional Depression","C0011574",0.3,"Biomarker"
"6978","TPH2",121278,"Involutional Depression","C0011574",0.3,"Biomarker"
"6979","GALR2",8811,"Involutional Depression","C0011574",0.3,"Biomarker"
"6980","GALR1",2587,"Involutional Depression","C0011574",0.3,"Biomarker"
"6981","GALR3",8484,"Involutional Depression","C0011574",0.3,"Biomarker"
"6982","CRHR1",1394,"Involutional Depression","C0011574",0.3,"Biomarker"
"6983","CAT",847,"Involutional Depression","C0011574",0.3,"Biomarker"
"6984","GAD1",2571,"Involutional Depression","C0011574",0.3,"Biomarker"
"6985","MPO",4353,"Involutional Depression","C0011574",0.3,"Biomarker"
"6986","IL2",3558,"Involutional Depression","C0011574",0.3,"Biomarker"
"6987","IFI44L",10964,"Involutional Depression","C0011574",0.3,"Biomarker"
"6988","ISG15",9636,"Involutional Depression","C0011574",0.3,"Biomarker"
"6989","RELN",5649,"Involutional Depression","C0011574",0.3,"Biomarker"
